metric,value
false_positives_value,"1st Amendment dated December 28, 2006, recorded on January 11, 2007 in Book 5251, Page 194, 2nd Amendment dated April 2, 2007, recorded on"
false_positives_value,30 DELAWARE COUNTY LEGAL JOURNAL Vol. 111
false_positives_value,"Dawn Lynch c/o Attorney: Tracy L. Zihmer, Esq., Zihmer Law Firm, LLC, 3244 Washington Rd., Ste. 210, McMurray, PA 15317"
false_positives_value,"3115 Main Street, Birdsboro, PA 19508 WALTER, THOMAS J., dec’d."
false_positives_value,"114 E. Broad Street, P.O. Box 64769, Souderton, PA 18964 Third and Final Publication APPLE, ALFRED F., dec’d."
false_positives_value,"202470048; $38,220.78."
false_positives_value,"2330 Briar Way, DEFREHN, PAULETTE a/k/a PAULETTE MARY DEFREHN, dec’d."
false_positives_value,"21, 2024, at 10:00 a.m. in Courtroom “TBA”, Delaware County Courthouse, Media, PA as the time and place for the hearing of said Petition, when and where all persons interested may appear and show cause, if any they have, why the prayer of the said Petition should not be granted."
false_positives_value,"10331, Page 111."
false_positives_value,8 2 3 F I R S T C L
false_positives_value,"1635 Market Street, 7th Floor, Philadelphia, PA 19103 DOWMAN, THOMAS J., dec’d."
false_positives_value,"460 Norristown Road, Blue Bell, PA 19422-2323."
false_positives_value,"200 Narberth, PA 19072 JOHN BELL, JR."
false_positives_value,pnshelapinsky@lacwest.com _______________________________________
false_positives_value,"116, Issue 8 ROTH, CAROL J., dec’d."
false_positives_value,23-04545
false_positives_value,"Gary R. Laquinta; Julie Dixon, in Her Capacity as Heir of Gary R. Laquinta; Lisa Barthelemy, in Her Capacity as Heir of Gary R. Laquinta; and Unknown Heirs, Successors, Assigns, and All Persons, Firms, or Associations, claiming Right, Interest, From or Under Title, or Gary R. Laquinta MG-22-000916—$135,205.90 Robertson, Anschutz, Schneid, Crane & Partners, PLLC 855-225-6906 In the Commonwealth of Pennsylvania, County of Allegheny, 28th Ward of the City of Pittsburgh: Parcel One: Vacant Land being known as Arnold Street, Pittsburgh, PA 15205."
false_positives_value,"15 16 WASHINGTON COUNTY REPORTS ESTATE NOTICES FIRST PUBLICATION Beam, Charles E. Late of Somerset Twp."
false_positives_value,"6 Penns Trail, Suite 202, Newtown, PA 18940."
false_positives_value,"6125, Page 93, Parcel Number 859-D-126."
false_positives_value,"40 E. Airy Street, P.O. Box 671 Norristown, PA 19404 Notice is hereby given that a Nonprofit corporation is to or has been incorporated under the Nonprofit Business Corporation Law of 1988, approved December 21, 1988, P.L. 1444, No. 177, effective October 1, 1989, as amended."
false_positives_value,"17 Washington Lane, Apt. L, Westminster, MD 21157 Attorney: Bernard A. Yannetti, Esq., Hartman & Yannetti, Inc., Law Office, 126 Baltimore Street, Gettysburg, PA 17325"
false_positives_value,2024 Grayson House Save the date for a relaxed evening with fine food and cocktails.
false_positives_value,"14 Ridge Road, Hanover Township, Washington County, PA and described in the official tax maps of Washington County as tax parcel num-"
false_positives_value,"0 0 1 , 2 $ s e m E ."
false_positives_value,862
false_positives_value,134 on the said Plan.
false_positives_value,6 3 1 D R 3
false_positives_value,"16, 2023 LEGAL NOTICE N OTI C E I S H ER EBY G I V EN , t hat a Certificate of Organization-Domestic Limited Liability Company has been filed with the Department of State in the Commonwealth of Pennsylvania, with respect to a Limited Liability Company, which is organized under the provisions of The Pennsylvania Uniform Limited Liability Company Act of 2016, 15 Pa.C.S. § 8811"
false_positives_value,"0 0 0 , 4 $ O D L A N R A A E C I L A I G N D A E R F O Y T I C T S N O S D U H 4"
false_positives_value,"404, Block and Lot 1668-M-00013-0000-00."
false_positives_value,"its principal office in its jurisdiction of incorporation is 1201 Riverfront Pkwy, Ste"
false_positives_value,"14 Nov. 14, 21 SHERIFF’S SALE NOTICE TO: CARDEZ ELLINGSON; BLAKE A. WEBB; UNKNOWN BIOLOGICAL FATHER"
false_positives_value,"One Tower Bridge, Suite 100, 100 Front Street, Conshohocken, PA 19428."
false_positives_value,63-24-0209 The Register of Wills has granted Letters on the Estate of the Decedent.
false_positives_value,25 Arraignments Juvenile Dependency O.C. Audit 26 Juvenile Dependency 29
false_positives_value,"2015 Philadelphia “Lawyer of the Year” Ethics and Professional Responsibility Law and Legal Malpractice Law 111 North Sixth Street • Reading, PA 19601"
false_positives_value,"57, Bellefonte, Pa. by noon of preceding Monday Advance Sheets, per Year . . . . . . . . . . . . . . . . . . . . . . . . ."
false_positives_value,"229, Instrument Number 2003-28434."
false_positives_value,2 2 $ H E N N A Z U S G N K I
false_positives_value,"2018-28976, issued out of the Court of Common Pleas of Montgomery County, Pa., to me directed will be sold at a Public on-line auction conducted by Bid4Assets, 8757 Georgia Ave., Suite 520, Silver Springs, MD 20910."
false_positives_value,"Beth Silverberg c/o Diane H. Yazujian, Esquire P.O. Box 1099, North Wales, PA 19454"
false_positives_value,13-00-20104-00-7.
false_positives_value,"Cheryl Ann McFarland, 4787"
false_positives_value,"2, 9, 16, 2023 - 6 - Estate of: Joyce L Krebs Late of: Forward Township PA Executor: Frank A Makray 751 Glen Eden Road Zelienople PA 16063"
false_positives_value,"515 West Hamilton Street, Suite 502, Allentown, PA 18101"
false_positives_value,"Chris Cummins ALL THAT CERTAIN lot, tract or piece of land located on the Easterly side of Shellbourne Road, South of Fairlane Drive, situate in Exeter Township, Berks County, Pennsylvania, being more particularly bounded and described as follows, to wit: BEGINNING at a spike in Shellbourne Road, a 33 foot wide public macadam road, intended to be 60 feet wide, being Legislative Route No. 06110, leading from Jacksonwald to Route No. 422, said point being a corner of property of Clinton J. Miller, Jr., as recorded in Deed Book Volume 1586, page 1167, Berks County records; thence along said Shellbourne Road, North 33 degrees 25 minutes West, the distance of 110.72 feet to a point; thence along residue property of A.V.M. Nursery Corporation, of which this was a part, North 82 degrees East, the distance of 233.32 feet to a point; thence along the same, South 11 degrees 06 minutes 28 seconds East, the distance of 100.15 feet to a point; thence along said property of Clinton J. Miller, Jr., South 82 degrees West, the distance of 191.13 feet to the place of beginning."
false_positives_value,"Elm Street; ON the East by the House No. 1026 Elm Street, ON the South by House No."
false_positives_value,202403821; Complaint Divorce.
false_positives_value,"c/o Business Filings Incorporated, Dauphin County."
false_positives_value,"1-300, West Conshohocken, PA 19428"
false_positives_value,23 16296; Rebecca Batdorf Stone.
false_positives_value,"104 Issues 33,34,35 Hunter, Darlene E. a/k/a Darlene Ella Hunter Late of California Washington Co., PA File No. 63-24-0156"
false_positives_value,"Mark J. Alvarez, 255 Edward Dr., Elizabeth, PA 15037"
false_positives_value,"314 S. Henderson Road, Suite G #339, King of Prussia, PA 19406."
false_positives_value,McKenna Adams
false_positives_value,20 seconds or more.
false_positives_value,"00907 CARRINGTON MORTGAGE SERVICES, LLC vs. JANET A."
false_positives_value,"004137; Citibank N.A. vs Keeling; P-atty: Robert M. Kline AR-23-004135; JPMorgan Chase Bank N.A. vs Cahill; P-atty: Julie E. Goodchild AR-23-004132; Barclays Bank Delaware vs Curtis; P-atty: Julie E. Goodchild AR-23-004131; Barclays Bank Delaware vs Meyer; P-atty: Julie E. Goodchild AR-23-004129; Prothermal Inc. vs Vukmir, et al; P-atty: Anthony F. Jeselnik AR-23-004124; Stephens vs FCA US LLC; P-atty: Robert M. Silverman; D-atty: Jon B. Waldorf vs Boumasoud AR-23-004010; Luick N Sons Contracting Inc. vs Sullivan, et al; P-atty: Pro Se; D-atty: Matthew J. Kalina AR-23-003933; Flaherty vs Mercolini; P-atty: Pro Se; D-atty: Pro Se AR-23-003873; Wayne vs Ponder; P-atty: Marikate Reese, Mollie Q. Rosenzweig; D-atty: Diana M. O’Connell AR-23-003856; Hovis Auto Supply Impact Collision Center; Inc. vs P-atty: Jeannine Botta Guth; D-atty: Daniel P. Buzard AR-23-003853; Zangana vs Impact Collision Center & Automotive; P-atty: Pro Se; D-atty: Daniel P. Buzard AR-23-003818; Ghazalaswad, et al; P-atty: Pro Se; D-atty: Frederick A. Sproull AR-23-003557; Nelson vs Waltenbaugh; P-atty: Gregory Francis Stein; D-atty: Andrew P. Giel AR-23-002392; Allegheny County Southwest Tax Collection District, et al vs GNC Holdings LLC; P-atty: David L. Scherer AR-23-002356; Scruggs vs Dollar Tree Stores Inc.; P-atty: Nick LaCava; D-atty:"
false_positives_value,"555 Gettysburg Pike, Mechanicsburg, PA 17055; 717- m22-a5 533-3280 Paxton ESTATE OF BETTY M. NYE, late of Middle Township, Dauphin County, PA (died: January 31, 2024)"
false_positives_value,"24, 2006, dated December 14, 2007, recorded January 14, 2008, in the Montgomery County Clerk’s/Register’s Office in Deed Book 5678 at Page 2413."
false_positives_value,"110 West Front Street Media, PA 19063 JOSEPH F. BUSH, dec’d."
false_positives_value,"16, 23, 30, 2023 FIRST PUBLICATION Estate of: Richard A Ball Late of: Butler PA Administrator: Cecel M Crispin 342 Miller Avenue Butler PA 16001"
false_positives_value,"1, 2024 4."
false_positives_value,"769 State Street, P.O. Box 84, Sandy Ridge, PA 16677, Executor; Daniel J. Nelson, Esquire, MASON LAW OFFICE, 200 N. Front Street, Suite 201, P.O. Box 28, Philipsburg, PA 16686, Attorney. _______"
false_positives_value,"1) Executor: Thomas Borek, Jr. c/o 815A Memorial Boulevard Connellsville, PA 15425"
false_positives_value,"2½- AND STORY DWELLING exceptions, KNOWN to all NUMBERED AS"
false_positives_value,"2617 Briana Drive, Pottstown, PA 19464."
false_positives_value,"c/o CAPITOL CORPORATE SERVICES, INC. and the last registered office shall be deemed for venue and official publication purposes to be located in Dauphin County, Pennsylvania."
false_positives_value,"131 Cheswold Lane, Haverford, PA 19041."
false_positives_value,Id.
false_positives_value,"2024-47 Late of E. Lackawannock Twp., Mercer Co., PA Executrix: Laurie Jo Curl, 179 North Hope Mill Rd., Mercer, PA 16137"
false_positives_value,"26, 2006 The Register of Wills has granted Letters on the Estate of the Decedent."
false_positives_value,2020-1 at page 118667.
false_positives_value,"382 SW Saint Lucie Street, Stuart, LA 34497."
false_positives_value,two-story half-double residential dwelling with vinyl siding and shingle roof.
false_positives_value,"3 , 2 2 $ a i c r a G l"
false_positives_value,"307 Tintsman Avenue, North Versailles, PA 15137."
false_positives_value,3: Tax Parcel No. 26-134.02- 057.
false_positives_value,"208 Righters Mill Road, Gladwyne, PA 19035."
false_positives_value,215-790-1010
false_positives_value,"its principal office under the laws of said jurisdiction is 2000 Marcus Ave, New Hyde Park, NY 11042 and subject to section 109, the name of its proposed in Pennsylvania is C T Corporation System."
false_positives_value,653-L-229. 66.
false_positives_value,"540 Pleasant Valley Road, Connellsville, PA 15425 Township of Bullskin, County of Fayette, Commonwealth of Pennsylvania Tax Parcel Number: 0425027201 Improvements thereon: Single residential dwelling Judgment Amount: $8,433.27 _______________________________________"
false_positives_value,"57’) West, a distance of two hundred ninety (290.00) feet to the place of BEGINNING."
false_positives_value,h c r u P m u m
false_positives_value,"9 A.M., IN COURTROOM #1, at which time the Courts will hear exceptions, and make distribution of the balances ascertained to be in the hands of accountants."
false_positives_value,"52 Clouds Way, Hockessin, DE 19707-9310, TERRI B. FITTS, 8515 Spencer Court, Orlando, FL 32817-1665."
false_positives_value,"8, 15, 22, 2023 Koreny, Joseph, deceased, of West Mifflin, PA."
false_positives_value,35-099-072.
false_positives_value,"1639 W. Wilshire Drive, Phoenix, AZ 85007."
false_positives_value,"000886 The Bank of New York Mellon f/k/a the Bank of New York Successor Indenture Trustee to JPMorgan Chase Bank, N.A., as Indenture Trustee on behalf of the Noteholders of the CWHEQ Inc., CWHEQ Revolving Home Equity Loan Trust, Series 2005-F, Plaintiff vs. Timothy E. McCutcheon, Jr., solely in capacity as heir of Timothy E. McCutcheon a/k/a Timothy E. McCutcheon, Sr., Deceased; Chelsea R. Hickman, solely in capacity as heir of Timothy E. McCutcheon a/k/a Timothy E. McCutcheon, Sr. Deceased; Unknown Heirs, Successors, Assigns and All Persons, Firms or Associations Claiming Right, Title or Interest from or under Timothy E. McCutcheon a/k/a Timothy E. McCutcheon, Sr., Deceased, Defendants Notice To: Unknown Heirs, Successors, Assigns and All Persons, Firms or Associations Claiming Right, Title or Interest from or under Timothy E. McCutcheon a/k/a Timothy E. McCutcheon, Sr., Deceased Indenture Trustee You are hereby notified that on September 27, 2023, Plaintiff, The Bank of New York Mellon f/k/a the Bank of New York Successor to JPMorgan Chase Bank, N.A., as Indenture Trustee on behalf of the Noteholders of the CWHEQ Inc., CWHEQ Revolving Home Equity Loan Trust, Series 2005-F, has filed a Mortgage Foreclosure Complaint endorsed with a Notice to Defend, against you in the Court of Common Pleas of Allegheny County, Pennsylvania, docketed to No."
false_positives_value,14 FEET WIDE ALLEY RUNNING PARALLEL WITH SOUTH READING AVENUE SAID
false_positives_value,"Michael J Pater Charlton Law 101 East Diamond Street Suite 202 Butler PA 16001 BCLJ: June 16, 23, 30, 2023 Estate of: Mary K Veccharella"
false_positives_value,"701 Market Street Philadelphia, PA 19106-1532 (215) 627-1322 No. 1710 of 2023 GD No. 25 of 2024 ED PENNYMAC LOAN SERVICES, LLC 3043"
false_positives_value,"5935 at Page 01157, granted and conveyed unto Edwin L. Hinkle."
false_positives_value,"922 North 26th St., Reading, PA 19606 and ANN MARIE GUZOWSKI, 520 North 13th St., Reading, PA 19604."
false_positives_value,"382 NE 191st Street, PMB 58356, Miami, FL 33179, has applied for a Statement of Registration to do business in Pennsylvania under the provisions of Chapter 4 of the Association Transactions Act."
false_positives_value,"0 0 0 , 6 1 $ A N I L E C R A M A C R"
false_positives_value,"610-378-1175 50+ Years of Providing Solutions Business Valuation & Litigation Support Services Divorce litigation Expert witness testimony Mergers and Acquisitions Disputed estate issues Commercial litigation support Fraud prevention, detection, and investigation Business / Personal Loss Analyses Business interruption Personal injury Examiner Services Financial Institution Investigations Investigative Services Fraud Investigations Buy/sell agreements Shareholder disputes Charitable contributions ESOPs Succession planning Fair value measurement Intangible asset valuations Advisory l Assurance l Financial Services l HR Consulting Risk Management"
